PROVIDER,CLASSIFICATION,DESCRIPTION,PRICE,UNIT
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Recto-Urethral Fistula Closure,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Rectovesical Fistula Closure,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Renal Aneurysmectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Renal Cystectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Renal Decapsulation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Renopelvic Lymphatectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Repair Of Bochidalek Diaphragmatic Congenital Defect,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Repair Of Bowel Perforations,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Repair of Common Bile Duct,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Repair Of Gastric Lacerations,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Repair Of Oesophageal Lacerations,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Repair Of Splenic Laceration,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Resection Anastomosis (Large Intestine),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Resection Anastomosis (Small Intestine),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Resection Of Median Bar Obstruction,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Retroperitoneal Drainage Of Perinephric Abscess,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Retroperitoneal Tumor - Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Roux-En-Y Pancreatic Jejunostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Salivary Gland - Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Segmental Resection Of Bladder Lesion,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Selective Vagotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Sigmoid Diverticulum,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Simple closure - Peptic perforation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Splenectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Splenic Artery Aneurysmectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Splenorhaphy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Stripping And Ligation Of Veins,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Subcutaneous Venous Omphalo Saphenous Shunt,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Submandibular Mass Excision + Reconstruction,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Submandibular Sialoadenectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Subtotal Thyroidectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Super Selective Vagotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Surgery Of Acute Intra Abdominal Vascular Disease,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Surgery Of Complications Of Diverticular Disease,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Surgery Of Complications Of Pancreatitis,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Surgery Of Hepatic Trauma,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Surgery Of Intestinal Obstruction,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Surgery Of Seminal Vessicle,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Surgery Ofcomplications Of Appendicitis,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Surgical Exploration For Anorchism,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Sympathectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Thoracectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Thoracoplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Thoracotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Thrombectomy By Forarty's Catheterisation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Thyroglossal Cysts And Fistula Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Thyroid Lobectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Thyroidectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Thyroplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Total Pancreatectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Total Proctocolectomy & Ileostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Tracheal Resection,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Tracheal Stenosis (End to end Anastamosis) (Throat),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Tracheoplasty (Throat),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Transcystotomy Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Transcystotomy Fulgaration,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Transcystotomy Lithotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Transduodenal Choledochal Cystectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Transduodenal Sphincteroplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Transoesophageal Variceligation,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Transurethral Dessication Of Congenital Meatal Stenoses,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Transurethral Excision Of Bladder Lesion,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Transurethral Fulguration Of Bladder Lesion,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Urerthra-Reconstruction/ Repair Of Prostatic/Membraneous Urethra,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Ureteral Reinplantation Into The Bladder,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Ureterolithotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Ureterosigmoidostomy With Rectal Bladder/Colostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Uretherectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Urethroplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Urethrotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),"Urethro-Vesicopexy, Combined Abdominal And Vaginal Approach",75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Uretro Vaginal Fistula Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Uretro Vesical Fistula Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Vagoplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Vagotomy/Pyloroplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Vasoplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Vein Patch Angioplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Vesical Diverticulectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Vesicovaginal Fistula Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Volvous of Large Bowel,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Vulvectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Warrens Shunt,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MAJOR PROCEDURES),Wound Debridement ( Under GA ),50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Ablation of Endometriotic Spot,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Adhesolysis,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Appendectomy,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Cholecystectomy,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Cholecystectomy and Drainage of Liver abscess,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Cholecystectomy with Excision of TO Mass,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Cyst Aspiration,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Endometria to Endometria Anastomosis,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Fimbriolysis,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Hemicolectomy,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Hysterectomy with bilateral SalpingoOperectomy,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Incisional Hernia - Repair,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Inguinal Hernia - Bilateral,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Inguinal hernia - Unilateral,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Intestinal resection,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Myomectomy,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Oophrectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Ovarian Cystectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Perotionities,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Repair of Ureterocele,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Salpingo Ophrectomy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Salpingostomy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Uterine septum,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Varicocele - Bilateral,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,COMMON PROCEDURE,Varicocele - Unilateral,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Manual Refraction,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Auto Refraction,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Cycloplegic Refraction,3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Tonometry (Pulsair/Goldmann Applanation),4000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Pupillary Dilation-Unilateral,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Pupillary Dilation-Bilateral,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Indirect Ophthalmoscopy,5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,direct Ophthalmoscopy,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Visual Field Assessment,5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Slit lamp examination,3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Low priced spectacles-frame and lens(1 in not less than 18 months),10000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPTOMETRY,Subconjuctival Injection,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Abscess Drainage of Lid,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Anterior Chamber Reconstruction,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Bowman's Cautery,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Buckle Removal,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Canaliculo Dacryocysto Rhinostomy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Capsulotomy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Cataract + Pterygium,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Cataract Removal - Bilateral,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Cataract Removal - Unilateral,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Chalazion Excision,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Combined Cataract Extraction with Trabeculectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Conjuctival Laceration Repair,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Conjuctivectomy And Cryoapplication,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Corneal Grafting,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Cryoretinopexy - Closed,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Cxyoretinopexy - Open,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Cyclocryoablation/Cyclocryotherapy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Dacrocystectomy With Pterygium - Excision,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Dacrocystorhinostomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Dacryocystectomy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Diode Laser Cycloablation,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Diode Laser Panretinal Photocoagulation,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Ectropion Correction,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Endoscopic Optic Nerve Decompression,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Endoscopic Optic Orbital Decompression,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Entropion And Ectropion Repairs,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Evisceration/Enucleation/Extenteration,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Extracapsular Cataract Extraction,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Granuloma Excision (the eye),30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Intraocular Foreign Body Removal,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Iridectomy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),IRIS Prolapse - Repair,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Keratoplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Lacrimal probing and Syringing,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Lensectomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MINOR),Limbal Dermoid Removal,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Membranectomy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Paracentesis (A/C Washout),75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Penetrating Keratoplasty,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Perforating corneo - Scleral Injury,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Pterigium + Conjunctival Autograft,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Pterygium Excision,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Ptosis Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Radial Keratotomy,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Removal Of Foreign Bodies From Conjuctiva And Cornea,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Retinal Detachment Surgery,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Scleral Buckling Procedures,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Socket Reconstruction,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Squint Surgery,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Syringing And Probing,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Trabeculectomy With Antimetabolites,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Traumatic Cannalicular Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Traumatic Corneal And/Or Scleral Laceration Repair,75000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Traumatic Lid Laceration Repair,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Tumor Excision From Lid,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Tumours of IRIS,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Vitrectomy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Vitrectomy + Retinal Detachment,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OPHTHALMOLOGY SURGERY (MAJOR),Vitrectomy + Retinal Detachment,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PSYCHIATRIC SERVICES,Electroconvulsive Therapy (Course of 6 sessions),5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PSYCHIATRIC SERVICES,Electro-Narcosis (Course of 10 sessions),5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PSYCHIATRIC SERVICES,Abreaction (Diagnostic and Forensic),4000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PSYCHIATRIC SERVICES,Comprehensive Psychiatric Assessment,3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PSYCHIATRIC SERVICES,"Psychometric Assessment, Scoring & Interpretation",3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PSYCHIATRIC SERVICES,Psychotherapies (Brief and others - Max: 10 sessions),3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PSYCHIATRIC SERVICES,Behaviour Modifications,3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PSYCHIATRIC SERVICES,Sleep (REM) Deprivation Therapy,4000,
